"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"center stage",113886744,,"noun.state",26,"n","centre stage#1(centre_stage%1:26:00::),center stage#1(center_stage%1:26:00::)","a position of prominence or importance","","centre stage,center stage",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"gran",110077012,,"noun.person",18,"n","gran#1(gran%1:18:00::),grandma#1(grandma%1:18:00::),grandmother#1(grandmother%1:18:00::),nanna#1(nanna%1:18:01::),granny#1(granny%1:18:00::),grannie#1(grannie%1:18:00::),nan#2(nan%1:18:01::)","the mother of your father or mother","","gran,grandma,grandmother,nanna,granny,grannie,nan",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"identity parade",108362971,,"noun.group",14,"n","identity parade#1(identity_parade%1:14:00::),police lineup#1(police_lineup%1:14:00::),lineup#2(lineup%1:14:00::)","a line of persons arranged by police for inspection or identification","","identity parade,police lineup,lineup",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"mym",113596927,,"noun.quantity",23,"n","mym#1(mym%1:23:00::),myriametre#1(myriametre%1:23:00::),myriameter#1(myriameter%1:23:00::)","a metric unit of length equal to 10,000 meters","","mym,myriametre,myriameter",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"chequing account",113299946,,"noun.possession",21,"n","checking account#1(checking_account%1:21:00::),chequing account#1(chequing_account%1:21:00::),current account#2(current_account%1:21:01::)","a bank account against which the depositor can draw checks that are payable on demand","","checking account,chequing account,current account",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"chequing account",113299946,,"noun.possession",21,"n","checking account#1(checking_account%1:21:00::),chequing account#1(chequing_account%1:21:00::),current account#2(current_account%1:21:01::)","a bank account against which the depositor can draw checks that are payable on demand","","checking account,chequing account,current account",1,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"baking tray",103091027,,"noun.artifact",6,"n","cookie sheet#1(cookie_sheet%1:06:00::),baking tray#1(baking_tray%1:06:00::)","a cooking utensil consisting of a flat rectangular metal sheet used for baking cookies or biscuits","","cookie sheet,baking tray",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"centre spread",106192897,,"noun.communication",10,"n","centre spread#1(centre_spread%1:10:00::),center spread#1(center_spread%1:10:00::)","the spread at the center of a magazine","","centre spread,center spread",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"veg",107637843,,"noun.food",13,"n","veggie#1(veggie%1:13:00::),vegetable#1(vegetable%1:13:00::),veg#1(veg%1:13:00::)","edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant","","veggie,vegetable,veg",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"epicentre",108510312,,"noun.location",15,"n","epicentre#1(epicentre%1:15:00::),epicenter#1(epicenter%1:15:00::)","the point on the Earth's surface directly above the focus of an earthquake","","epicentre,epicenter",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"middle",108455703,10,"noun.location",15,"n","center#1(center%1:15:01::),middle#1(middle%1:15:00::),centre#2(centre%1:15:01::),heart#4(heart%1:15:00::),eye#4(eye%1:15:00::)","an area that is approximately central within some larger region","it is in the center of town|they ran forward into the heart of the struggle|they were in the eye of the storm","center,middle,centre,heart,eye",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"detention cell",102912399,,"noun.artifact",6,"n","detention cell#1(detention_cell%1:06:00::),detention centre#1(detention_centre%1:06:00::),bullpen#2(bullpen%1:06:00::)","a large cell where prisoners (people awaiting trial or sentence or refugees or illegal immigrants) are confined together temporarily","","detention cell,detention centre,bullpen",1,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"center",105744194,3,"noun.cognition",9,"n","center of attention#1(center_of_attention%1:09:00::),centre of attention#1(centre_of_attention%1:09:00::),center#6(center%1:09:01::),centre#7(centre%1:09:01::)","the object upon which interest and attention focuses","his stories made him the center of the party","center of attention,centre of attention,center,centre",6,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"dead centre",105009162,,"noun.attribute",7,"n","dead centre#1(dead_centre%1:07:00::),dead center#1(dead_center%1:07:00::)","the position of a crank when it is in line with the connecting rod and not exerting torque","","dead centre,dead center",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"kilometres per hour",115205512,,"noun.time",28,"n","kph#1(kph%1:28:00::),km/h#1(km/h%1:28:00::),kilometres per hour#1(kilometres_per_hour%1:28:00::),kilometers per hour#1(kilometers_per_hour%1:28:00::)","the ratio of the distance traveled (in kilometers) to the time spent traveling (in hours)","","kph,km/h,kilometres per hour,kilometers per hour",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"focalise",200733876,,"verb.cognition",31,"v","concentre#1(concentre%2:31:00::),concenter#1(concenter%2:31:00::),focalise#2(focalise%2:31:00::),focalize#2(focalize%2:31:00::),focus#3(focus%2:31:01::)","bring into focus or alignment; to converge or cause to converge; of ideas or emotions","","concentre,concenter,focalise,focalize,focus",2,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"heart",105853847,2,"noun.cognition",9,"n","nitty-gritty#1(nitty-gritty%1:09:00::),heart and soul#1(heart_and_soul%1:09:00::),inwardness#1(inwardness%1:09:02::),essence#1(essence%1:09:00::),gist#2(gist%1:09:00::),substance#2(substance%1:09:01::),pith#2(pith%1:09:00::),nub#3(nub%1:09:00::),meat#3(meat%1:09:00::),kernel#3(kernel%1:09:00::),sum#4(sum%1:09:00::),core#4(core%1:09:00::),marrow#5(marrow%1:09:00::),center#5(center%1:09:00::),heart#5(heart%1:09:01::),centre#6(centre%1:09:00::)","the choicest or most essential or most vital part of some idea or experience","the gist of the prosecutor's argument|the heart and soul of the Republican Party|the nub of the story","nitty-gritty,heart and soul,inwardness,essence,gist,substance,pith,nub,meat,kernel,sum,core,marrow,center,heart,centre",5,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"concentre",200733876,,"verb.cognition",31,"v","concentre#1(concentre%2:31:00::),concenter#1(concenter%2:31:00::),focalise#2(focalise%2:31:00::),focalize#2(focalize%2:31:00::),focus#3(focus%2:31:01::)","bring into focus or alignment; to converge or cause to converge; of ideas or emotions","","concentre,concenter,focalise,focalize,focus",1,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"sweater",104310230,1,"noun.artifact",6,"n","sweater#1(sweater%1:06:00::),jumper#3(jumper%1:06:04::)","a crocheted or knitted garment covering the upper part of the body","","sweater,jumper",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"decimeter",113595754,1,"noun.quantity",23,"n","decimeter#1(decimeter%1:23:00::),decimetre#1(decimetre%1:23:00::),dm#2(dm%1:23:00::)","a metric unit of length equal to one tenth of a meter","","decimeter,decimetre,dm",1,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"shopping centre",103913784,,"noun.artifact",6,"n","shopping center#1(shopping_center%1:06:00::),shopping centre#1(shopping_centre%1:06:00::),shopping mall#1(shopping_mall%1:06:00::),mall#2(mall%1:06:01::),plaza#2(plaza%1:06:01::),center#15(center%1:06:01::)","mercantile establishment consisting of a carefully landscaped complex of shops representing leading merchandisers; usually includes restaurants and a convenient parking area; a modern version of the traditional marketplace","a good plaza should have a movie house|they spent their weekends at the local malls","shopping center,shopping centre,shopping mall,mall,plaza,center",1,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"cubic metre",113561071,,"noun.quantity",23,"n","cubic meter#1(cubic_meter%1:23:00::),kilolitre#1(kilolitre%1:23:00::),kiloliter#1(kiloliter%1:23:00::),cubic metre#1(cubic_metre%1:23:00::)","a metric unit of volume or capacity equal to 1000 liters","","cubic meter,kilolitre,kiloliter,cubic metre",1,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"green onion",107652877,,"noun.food",13,"n","green onion#1(green_onion%1:13:00::),spring onion#1(spring_onion%1:13:00::),scallion#2(scallion%1:13:00::)","a young onion before the bulb has enlarged; eaten in salads","","green onion,spring onion,scallion",1,93,"domain region",108981871,"noun.location",15,"n","America#1(america%1:15:00::),the States#1(the_states%1:15:00::),U.S.A.#1(u.s.a.%1:15:00::),USA#1(usa%1:15:00::),United States#1(united_states%1:15:00::),United States of America#1(united_states_of_america%1:15:00::),US#1(us%1:15:00::),U.S.#2(u.s.%1:15:00::)","North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776","","America,the States,U.S.A.,USA,United States,United States of America,US,U.S."
"scallion",107652877,,"noun.food",13,"n","green onion#1(green_onion%1:13:00::),spring onion#1(spring_onion%1:13:00::),scallion#2(scallion%1:13:00::)","a young onion before the bulb has enlarged; eaten in salads","","green onion,spring onion,scallion",2,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"humanistic",301265528,,"adj.all",0,"s","human-centered#1(human-centered%5:00:00:humane:00),human-centred#1(human-centred%5:00:00:humane:00),humanitarian#1(humanitarian%5:00:00:humane:00),humanistic#4(humanistic%5:00:00:humane:00),humanist#4(humanist%5:00:00:humane:00)","marked by humanistic values and devotion to human welfare","a humane physician|respect and humanistic regard for all members of our species|released the prisoner for humanitarian reasons","human-centered,human-centred,humanitarian,humanistic,humanist",4,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"centre bit",102986272,,"noun.artifact",6,"n","centre bit#1(centre_bit%1:06:00::),center bit#1(center_bit%1:06:00::)","a bit with a sharp center point for guidance and two side cutters","","centre bit,center bit",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"luggage compartment",103662575,,"noun.artifact",6,"n","automobile trunk#1(automobile_trunk%1:06:00::),luggage compartment#1(luggage_compartment%1:06:00::),boot#2(boot%1:06:01::),trunk#4(trunk%1:06:01::)","compartment in an automobile that carries luggage or shopping or tools","he put his golf bag in the trunk","automobile trunk,luggage compartment,boot,trunk",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"myriametre",113596927,,"noun.quantity",23,"n","mym#1(mym%1:23:00::),myriametre#1(myriametre%1:23:00::),myriameter#1(myriameter%1:23:00::)","a metric unit of length equal to 10,000 meters","","mym,myriametre,myriameter",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"millimicron",113594882,,"noun.quantity",23,"n","micromillimeter#1(micromillimeter%1:23:00::),micromillimetre#1(micromillimetre%1:23:00::),nanometre#1(nanometre%1:23:00::),nm#1(nm%1:23:00::),nanometer#1(nanometer%1:23:00::),millimicron#1(millimicron%1:23:00::)","a metric unit of length equal to one billionth of a meter","","micromillimeter,micromillimetre,nanometre,nm,nanometer,millimicron",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"ring road",102823889,,"noun.artifact",6,"n","bypass#1(bypass%1:06:00::),ringway#1(ringway%1:06:00::),ring road#1(ring_road%1:06:00::),beltway#1(beltway%1:06:00::)","a highway that encircles an urban area so that traffic does not have to pass through the center","","bypass,ringway,ring road,beltway",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"cat",110087679,,"noun.person",18,"n","guy#1(guy%1:18:00::),hombre#1(hombre%1:18:00::),bozo#2(bozo%1:18:00::),cat#2(cat%1:18:01::),sod#4(sod%1:18:01::)","an informal term for a youth or man","a nice guy|the guy's only doing it for some doll|the poor sod couldn't even buy a drink","guy,hombre,bozo,cat,sod",2,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"kiloliter",113561071,,"noun.quantity",23,"n","cubic meter#1(cubic_meter%1:23:00::),kilolitre#1(kilolitre%1:23:00::),kiloliter#1(kiloliter%1:23:00::),cubic metre#1(cubic_metre%1:23:00::)","a metric unit of volume or capacity equal to 1000 liters","","cubic meter,kilolitre,kiloliter,cubic metre",1,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"city center",108456426,,"noun.location",15,"n","central city#1(central_city%1:15:00::),city centre#1(city_centre%1:15:00::),city center#1(city_center%1:15:00::)","the central part of a city","","central city,city centre,city center",1,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"nerve center",105395239,,"noun.body",8,"n","nerve centre#2(nerve_centre%1:08:00::),nerve center#2(nerve_center%1:08:00::),center#7(center%1:08:00::),centre#8(centre%1:08:00::)","a cluster of nerve cells governing a specific bodily process","in most people the speech center is in the left hemisphere","nerve centre,nerve center,center,centre",2,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"centerpiece",105783987,,"noun.cognition",9,"n","centrepiece#1(centrepiece%1:09:00::),centerpiece#1(centerpiece%1:09:00::)","the central or most important feature","education was the centerpiece of the Democratic Party's political platform","centrepiece,centerpiece",1,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
"square metre",113549340,,"noun.quantity",23,"n","centare#1(centare%1:23:00::),square metre#1(square_metre%1:23:00::),square meter#1(square_meter%1:23:00::)","a centare is 1/100th of an are","","centare,square metre,square meter",1,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"focus",200733876,1,"verb.cognition",31,"v","concentre#1(concentre%2:31:00::),concenter#1(concenter%2:31:00::),focalise#2(focalise%2:31:00::),focalize#2(focalize%2:31:00::),focus#3(focus%2:31:01::)","bring into focus or alignment; to converge or cause to converge; of ideas or emotions","","concentre,concenter,focalise,focalize,focus",3,93,"domain region",108793769,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K."
"cc",113559758,2,"noun.quantity",23,"n","cc#1(cc%1:23:00::),cubic centimeter#1(cubic_centimeter%1:23:00::),cubic centimetre#1(cubic_centimetre%1:23:00::),millilitre#1(millilitre%1:23:00::),ml#1(ml%1:23:00::),milliliter#1(milliliter%1:23:00::),mil#4(mil%1:23:02::)","a metric unit of volume equal to one thousandth of a liter","","cc,cubic centimeter,cubic centimetre,millilitre,ml,milliliter,mil",1,93,"domain region",108752627,"noun.location",15,"n","Canada#1(canada%1:15:00::)","a nation in northern North America; the French were the first Europeans to settle in mainland Canada","the border between the United States and Canada is the longest unguarded border in the world","Canada"
