"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"postpone",202648137,12,"verb.stative",42,"v","defer#1(defer%2:42:00::),prorogue#1(prorogue%2:42:00::),set back#1(set_back%2:42:01::),shelve#1(shelve%2:42:00::),put off#1(put_off%2:42:00::),table#1(table%2:42:00::),postpone#1(postpone%2:42:00::),put over#2(put_over%2:42:00::),remit#2(remit%2:42:00::),hold over#5(hold_over%2:42:02::)","hold back to a later time","let's postpone the exam","defer,prorogue,set back,shelve,put off,table,postpone,put over,remit,hold over",1,21,"entail",202482541,"verb.social",41,"v","call off#1(call_off%2:41:00::),cancel#1(cancel%2:41:03::),scrub#3(scrub%2:41:00::),scratch#4(scratch%2:41:00::)","postpone indefinitely or annul something that was scheduled","Call off the engagement|cancel the dinner party|we had to scrub our vacation plans|scratch that meeting--the chair is ill","call off,cancel,scrub,scratch"
"bear away",201436280,,"verb.contact",35,"v","bear away#1(bear_away%2:35:00::),bear off#1(bear_off%2:35:00::),take away#1(take_away%2:35:00::),carry away#1(carry_away%2:35:00::),carry off#2(carry_off%2:35:00::)","remove from a certain place, environment, or mental or emotional state; transport into a new location or state","Their dreams carried the Romantics away into distant lands|The car carried us off to the meeting|I'll take you away on a holiday|I got carried away when I saw the dead man and I started to cry","bear away,bear off,take away,carry away,carry off",1,21,"entail",202012687,"verb.motion",38,"v","go forth#1(go_forth%2:38:00::),leave#1(leave%2:38:01::),go away#2(go_away%2:38:00::)","go away from a place","She didn't leave until midnight|The ship leaves at midnight|At what time does your train leave?","go forth,leave,go away"
"take to",201779891,4,"verb.emotion",37,"v","take to#1(take_to%2:37:00::),fancy#2(fancy%2:37:00::),go for#4(go_for%2:37:00::)","have a fancy or particular liking or desire for","She fancied a necklace that she had seen in the jeweler's window","take to,fancy,go for",1,21,"entail",201780633,"verb.emotion",37,"v","like#2(like%2:37:05::)","find enjoyable or agreeable","I like jogging|She likes to read Russian novels","like"
"work out",200636784,,"verb.cognition",31,"v","figure out#1(figure_out%2:31:00::),puzzle out#1(puzzle_out%2:31:00::),solve#1(solve%2:31:00::),lick#3(lick%2:31:00::),work out#7(work_out%2:31:04::),work#24(work%2:31:13::)","find the solution to (a problem or question) or understand the meaning of","did you solve the problem?|Work out your problems with the boss|this unpleasant situation isn't going to work itself out|did you get it?|Did you get my meaning?|He could not work the math problem","figure out,puzzle out,solve,lick,work out,work",7,21,"entail",200634505,"verb.cognition",31,"v","reason#3(reason%2:31:00::)","think logically","The children must learn to reason","reason"
"sew",201331836,5,"verb.contact",35,"v","sew#1(sew%2:35:00::),stitch#1(stitch%2:35:00::),sew together#1(sew_together%2:35:00::),run up#3(run_up%2:35:01::)","fasten by sewing; do needlework","","sew,stitch,sew together,run up",1,21,"entail",201293587,"verb.contact",35,"v","conjoin#1(conjoin%2:35:00::),join#4(join%2:35:00::)","make contact or come together","The two roads join here","conjoin,join"
"work out",200099475,5,"verb.body",29,"v","work out#4(work_out%2:29:00::),exercise#4(exercise%2:29:00::)","do physical exercise","She works out in the gym every day","work out,exercise",4,21,"entail",201835005,"verb.motion",38,"v","move#3(move%2:38:00::)","move so as to change position, perform a nontranslational motion","He moved his hand slightly to the right","move"
"exercise",200099475,3,"verb.body",29,"v","work out#4(work_out%2:29:00::),exercise#4(exercise%2:29:00::)","do physical exercise","She works out in the gym every day","work out,exercise",4,21,"entail",201835005,"verb.motion",38,"v","move#3(move%2:38:00::)","move so as to change position, perform a nontranslational motion","He moved his hand slightly to the right","move"
"lever",201595713,,"verb.contact",35,"v","jimmy#1(jimmy%2:35:00::),lever#1(lever%2:35:00::),pry#1(pry%2:35:00::),prise#1(prise%2:35:00::),prize#2(prize%2:35:00::)","to move or force, especially in an effort to get something open","The burglar jimmied the lock|Raccoons managed to pry the lid off the garbage pail","jimmy,lever,pry,prise,prize",1,21,"entail",200420359,"verb.change",30,"v","loosen#1(loosen%2:30:01::),loose#3(loose%2:30:02::)","make loose or looser","loosen the tension on a rope","loosen,loose"
"circumcise",201276820,,"verb.contact",35,"v","circumcise#2(circumcise%2:35:00::)","cut the foreskin off male babies or teenage boys","During the bris, the baby boy is circumcised","circumcise",2,21,"entail",201554839,"verb.contact",35,"v","cut#1(cut%2:35:00::)","separate with or as if with an instrument","Cut the rope","cut"
"gloss",201686015,,"verb.creation",36,"v","gloss#1(gloss%2:36:00::)","give a shine or gloss to, usually by rubbing","","gloss",1,21,"entail",201252203,"verb.contact",35,"v","rub#1(rub%2:35:00::)","move over something with pressure","rub my hands|rub oil into her skin","rub"
"water ski",201943307,1,"verb.motion",38,"v","water ski#1(water_ski%2:38:00::)","ride water skis","","water ski",1,21,"entail",201945777,"verb.motion",38,"v","skim#1(skim%2:38:00::),plane#2(plane%2:38:00::)","travel on the surface of water","","skim,plane"
"post",201594080,3,"verb.contact",35,"v","post#1(post%2:35:02::)","affix in a public place or for public notice","post a warning","post",1,21,"entail",200976390,"verb.communication",32,"v","announce#1(announce%2:32:00::),denote#3(denote%2:32:02::)","make known; make an announcement","She denoted her feelings clearly","announce,denote"
"fly",201944152,5,"verb.motion",38,"v","aviate#1(aviate%2:38:00::),pilot#1(pilot%2:38:00::),fly#3(fly%2:38:01::)","operate an airplane","The pilot flew to Cuba","aviate,pilot,fly",3,21,"entail",201943462,"verb.motion",38,"v","wing#1(wing%2:38:00::),fly#1(fly%2:38:00::)","travel through the air; be airborne","Man cannot fly","wing,fly"
"motorcycle",201939421,,"verb.motion",38,"v","motorbike#1(motorbike%2:38:00::),motorcycle#1(motorcycle%2:38:00::),cycle#3(cycle%2:38:00::)","ride a motorcycle","","motorbike,motorcycle,cycle",1,21,"entail",201372769,"verb.contact",35,"v","kick#3(kick%2:35:00::)","strike with the foot","The boy kicked the dog|Kick the door down","kick"
"chute",201971482,,"verb.motion",38,"v","chute#1(chute%2:38:00::),parachute#1(parachute%2:38:00::),jump#10(jump%2:38:12::)","jump from an airplane and descend with a parachute","","chute,parachute,jump",1,21,"entail",201974040,"verb.motion",38,"v","descend#1(descend%2:38:00::),go down#1(go_down%2:38:02::),come down#1(come_down%2:38:00::),fall#2(fall%2:38:00::)","move downward and lower, but not necessarily all the way","The temperature is going down|The barometer is falling|The curtain fell on the diva|Her hand went up and then fell again","descend,go down,come down,fall"
"jack off",201432635,,"verb.contact",35,"v","jerk off#1(jerk_off%2:35:00::),she-bop#1(she-bop%2:35:00::),jack off#1(jack_off%2:35:00::),wank#1(wank%2:35:00::),masturbate#2(masturbate%2:35:00::),fuck off#3(fuck_off%2:35:00::)","get sexual gratification through self-stimulation","","jerk off,she-bop,jack off,wank,masturbate,fuck off",1,21,"entail",201228773,"verb.contact",35,"v","fondle#1(fondle%2:35:00::),caress#1(caress%2:35:00::)","touch or stroke lightly in a loving or endearing manner","He caressed her face|They fondled in the back seat of the taxi","fondle,caress"
"categorise",200658630,,"verb.cognition",31,"v","categorize#1(categorize%2:31:00::),categorise#1(categorise%2:31:00::)","place into or assign to a category","Children learn early on to categorize","categorize,categorise",1,21,"entail",200654270,"verb.cognition",31,"v","compare#1(compare%2:31:00::)","examine and note the similarities or differences of","John compared his haircut to his friend's|We compared notes after we had both seen the movie","compare"
"prefer",200681007,16,"verb.cognition",31,"v","opt#1(opt%2:31:00::),prefer#2(prefer%2:31:00::),choose#2(choose%2:31:02::)","select as an alternative over another","I always choose the fish over the meat courses in this restaurant|She opted for the job on the East coast","opt,prefer,choose",2,21,"entail",200654270,"verb.cognition",31,"v","compare#1(compare%2:31:00::)","examine and note the similarities or differences of","John compared his haircut to his friend's|We compared notes after we had both seen the movie","compare"
"sublimate",200366494,,"verb.change",30,"v","sublime#1(sublime%2:30:00::),sublimate#5(sublimate%2:30:00::)","vaporize and then condense right back again","","sublime,sublimate",5,21,"entail",200367542,"verb.change",30,"v","evaporate#1(evaporate%2:30:00::),vaporize#3(vaporize%2:30:01::),vaporise#4(vaporise%2:30:01::)","lose or cause to lose liquid by vaporization leaving a more concentrated residue","evaporate milk","evaporate,vaporize,vaporise"
"subdue",201805361,,"verb.emotion",37,"v","mortify#2(mortify%2:37:02::),subdue#3(subdue%2:37:00::),crucify#3(crucify%2:37:03::)","hold within limits and control","subdue one's appetites|mortify the flesh","mortify,subdue,crucify",3,21,"entail",201198564,"verb.consumption",34,"v","desist#1(desist%2:34:00::),refrain#2(refrain%2:34:00::),abstain#2(abstain%2:34:00::)","choose not to consume","I abstain from alcohol","desist,refrain,abstain"
"listen",202173716,60,"verb.perception",39,"v","listen#1(listen%2:39:00::)","hear with intention","Listen to the sound of this cello","listen",1,21,"entail",202173527,"verb.perception",39,"v","hear#1(hear%2:39:00::)","perceive (sound) via the auditory sense","","hear"
"wind",201524054,,"verb.contact",35,"v","wind up#4(wind_up%2:35:00::),wind#5(wind%2:35:00::)","coil the spring of (some mechanical device) by turning a stem","wind your watch","wind up,wind",5,21,"entail",201910783,"verb.motion",38,"v","turn#1(turn%2:38:00::)","change orientation or direction, also in the abstract sense","Turn towards me|The mugger turned and fled before I could see his face|She turned from herself and learned to listen to others' needs","turn"
"default on",202257955,,"verb.possession",40,"v","default on#1(default_on%2:40:00::),default#1(default%2:40:00::)","fail to pay up","","default on,default",1,21,"entail",202258145,"verb.possession",40,"v","owe#3(owe%2:40:00::)","be in debt","She owes me $200|The thesis owes much to his adviser|I still owe for the car","owe"
"labour",200057220,,"verb.body",29,"v","labour#3(labour%2:29:00::),labor#3(labor%2:29:00::)","undergo the efforts of childbirth","","labour,labor",3,21,"entail",200056644,"verb.body",29,"v","birth#1(birth%2:29:00::),give birth#1(give_birth%2:29:00::),bear#2(bear%2:29:01::),deliver#12(deliver%2:29:01::),have#18(have%2:29:00::)","cause to be born","My wife had twins yesterday!","birth,give birth,bear,deliver,have"
"hesitate",202645763,16,"verb.stative",42,"v","hesitate#1(hesitate%2:42:00::),waver#1(waver%2:42:00::),waffle#1(waffle%2:42:00::)","pause or hold back in uncertainty or unwillingness","Authorities hesitate to quote exact figures","hesitate,waver,waffle",1,21,"entail",200689526,"verb.cognition",31,"v","doubt#2(doubt%2:31:01::)","lack confidence in or have doubts about","I doubt these reports|she distrusts her stepmother|I suspect her true motives","doubt"
"compact",201391526,,"verb.contact",35,"v","compress#1(compress%2:35:01::),pack together#1(pack_together%2:35:00::),compact#3(compact%2:35:03::)","make more compact by or as if by pressing","compress the data","compress,pack together,compact",3,21,"entail",201449245,"verb.contact",35,"v","press#1(press%2:35:00::)","exert pressure or force to or upon","He pressed down on the boards|press your thumb on this spot","press"
"schematize",201635183,,"verb.creation",36,"v","schematize#1(schematize%2:36:00::)","formulate in regular order; to reduce to a scheme or formula","The chemists schematized the various reactions in a coherent fashion","schematize",1,21,"entail",200405580,"verb.change",30,"v","coordinate#1(coordinate%2:30:00::),organise#1(organise%2:30:00::),organize#4(organize%2:30:00::)","bring order and organization to","Can you help me organize my files?","coordinate,organise,organize"
"draw",201117602,,"verb.competition",33,"v","tie#2(tie%2:33:00::),draw#30(draw%2:33:00::)","finish a game with an equal number of points, goals, etc.","The teams drew a tie","tie,draw",30,21,"entail",201075338,"verb.competition",33,"v","play#1(play%2:33:00::)","participate in games or sport","We played hockey all afternoon|play cards|Pele played for the Brazilian teams in many important matches","play"
"sack",202349425,1,"verb.possession",40,"v","sack#1(sack%2:40:00::),plunder#2(plunder%2:40:01::)","plunder (a town) after capture","the barbarians sacked Rome","sack,plunder",1,21,"entail",201566463,"verb.contact",35,"v","ruin#1(ruin%2:35:00::),destroy#2(destroy%2:35:00::)","destroy completely; damage irreparably","You have ruined my car by pouring sugar in the tank!|The tears ruined her make-up","ruin,destroy"
"enounce",200980572,,"verb.communication",32,"v","enunciate#1(enunciate%2:32:01::),pronounce#1(pronounce%2:32:01::),enounce#1(enounce%2:32:00::),sound out#1(sound_out%2:32:01::),articulate#3(articulate%2:32:00::),say#6(say%2:32:02::)","speak, pronounce, or utter in a certain way","She pronounces French words in a funny way|I cannot say `zip wire'|Can the child sound out this complicated word?","enunciate,pronounce,enounce,sound out,articulate,say",1,21,"entail",200944164,"verb.communication",32,"v","mouth#1(mouth%2:32:00::),speak#1(speak%2:32:00::),verbalise#2(verbalise%2:32:00::),verbalize#2(verbalize%2:32:00::),talk#2(talk%2:32:00::),utter#3(utter%2:32:00::)","express in speech","She talks a lot of nonsense|This depressed patient does not verbalize","mouth,speak,verbalise,verbalize,talk,utter"
"unscramble",201522846,,"verb.contact",35,"v","unpick#1(unpick%2:35:00::),unravel#1(unravel%2:35:00::),unknot#1(unknot%2:35:00::),unscramble#2(unscramble%2:35:00::),untangle#2(untangle%2:35:00::)","become or cause to become undone by separating the fibers or threads of","unravel the thread","unpick,unravel,unknot,unscramble,untangle",2,21,"entail",201559241,"verb.contact",35,"v","disunite#2(disunite%2:35:00::),separate#2(separate%2:35:01::),part#5(part%2:35:01::),divide#6(divide%2:35:01::)","force, take, or pull apart","He separated the fighting children|Moses parted the Red Sea","disunite,separate,part,divide"
"macerate",200399421,,"verb.change",30,"v","macerate#3(macerate%2:30:01::)","soften, usually by steeping in liquid, and cause to disintegrate as a result","macerate peaches|the gizzards macerates the food in the digestive system","macerate",3,21,"entail",200216642,"verb.change",30,"v","souse#1(souse%2:30:01::),soak#3(soak%2:30:01::),dowse#4(dowse%2:30:00::),drench#4(drench%2:30:00::),sop#4(sop%2:30:01::),douse#7(douse%2:30:00::)","cover with liquid; pour liquid onto","souse water on his hot face","souse,soak,dowse,drench,sop,douse"
"deal",202298521,,"verb.possession",40,"v","divvy up#1(divvy_up%2:40:00::),portion out#1(portion_out%2:40:00::),apportion#2(apportion%2:40:00::),share#4(share%2:40:00::),deal#11(deal%2:40:07::)","give out as one's portion or share","","divvy up,portion out,apportion,share,deal",11,21,"entail",201560094,"verb.contact",35,"v","divide#4(divide%2:35:00::),part#4(part%2:35:00::),separate#12(separate%2:35:00::)","come apart","The two pieces that we had glued separated","divide,part,separate"
"attain",202023681,,"verb.motion",38,"v","arrive at#1(arrive_at%2:38:00::),reach#1(reach%2:38:01::),hit#4(hit%2:38:00::),attain#4(attain%2:38:01::),gain#4(gain%2:38:00::),make#22(make%2:38:00::)","reach a destination, either real or abstract","The water reached the doorstep|We barely made it to the finish line|the controversial issue hit the newsstands|The famous professor hit the speaker circuit|We hit Detroit by noon|I have to hit the MAC machine before the weekend starts","arrive at,reach,hit,attain,gain,make",4,21,"entail",201838970,"verb.motion",38,"v","go#1(go%2:38:00::),travel#1(travel%2:38:00::),move#1(move%2:38:03::),locomote#1(locomote%2:38:00::)","change location; move, travel, or proceed, also metaphorically","How fast does your new car go?|The policemen went from door to door looking for the suspect|The soldiers moved towards the city in an attempt to take it before night fell|We travelled from Rome to Naples by bus|news travelled fast","go,travel,move,locomote"
"decide",200699457,123,"verb.cognition",31,"v","decide#1(decide%2:31:00::),make up one's mind#1(make_up_one's_mind%2:31:00::),determine#5(determine%2:31:00::)","reach, make, or come to a decision about something","We finally decided after lengthy deliberations","decide,make up one's mind,determine",1,21,"entail",200814382,"verb.communication",32,"v","deliberate#2(deliberate%2:32:00::),debate#3(debate%2:32:00::)","discuss the pros and cons of an issue","","deliberate,debate"
"expect",200058790,,"verb.body",29,"v","have a bun in the oven#1(have_a_bun_in_the_oven%2:29:00::),gestate#2(gestate%2:29:00::),expect#6(expect%2:29:00::),bear#13(bear%2:29:00::),carry#40(carry%2:29:00::)","be pregnant with","She is bearing his child|The are expecting another child in January|I am carrying his child","have a bun in the oven,gestate,expect,bear,carry",6,21,"entail",200054002,"verb.body",29,"v","conceive#3(conceive%2:29:00::)","become pregnant; undergo conception","She cannot conceive|My daughter was conceived in Christmas Day","conceive"
"deafen",202193904,,"verb.perception",39,"v","deafen#1(deafen%2:39:01::)","be unbearably loud","a deafening noise","deafen",1,21,"entail",202176713,"verb.perception",39,"v","make noise#1(make_noise%2:39:00::),noise#1(noise%2:39:00::),resound#2(resound%2:39:00::)","emit a noise","","make noise,noise,resound"
"survive",202623441,20,"verb.stative",42,"v","live on#1(live_on%2:42:00::),survive#1(survive%2:42:01::),last#2(last%2:42:01::),endure#3(endure%2:42:00::),live#3(live%2:42:04::),hold out#5(hold_out%2:42:00::),hold up#5(hold_up%2:42:00::),go#15(go%2:42:14::)","continue to live and avoid dying","We went without water and food for 3 days|These superstitions survive in the backwaters of America|how long can a person last without food and water?|One crash victim died, the other lived|The race car driver lived through several very serious accidents","live on,survive,last,endure,live,hold out,hold up,go",1,21,"entail",202619455,"verb.stative",42,"v","live#5(live%2:42:00::),be#11(be%2:42:01::)","have life, be alive","My grandfather lived until the end of war|Our great leader is no more","live,be"
"stake",201574372,,"verb.contact",35,"v","impale#2(impale%2:35:01::),stake#5(stake%2:35:02::)","kill by piercing with a spear or sharp pole","the enemies were impaled and left to die","impale,stake",5,21,"entail",201443088,"verb.contact",35,"v","pierce#5(pierce%2:35:00::)","make a hole into","The needle pierced her flesh","pierce"
"live on",202623441,,"verb.stative",42,"v","live on#1(live_on%2:42:00::),survive#1(survive%2:42:01::),last#2(last%2:42:01::),endure#3(endure%2:42:00::),live#3(live%2:42:04::),hold out#5(hold_out%2:42:00::),hold up#5(hold_up%2:42:00::),go#15(go%2:42:14::)","continue to live and avoid dying","We went without water and food for 3 days|These superstitions survive in the backwaters of America|how long can a person last without food and water?|One crash victim died, the other lived|The race car driver lived through several very serious accidents","live on,survive,last,endure,live,hold out,hold up,go",1,21,"entail",202619455,"verb.stative",42,"v","live#5(live%2:42:00::),be#11(be%2:42:01::)","have life, be alive","My grandfather lived until the end of war|Our great leader is no more","live,be"
"dispense",200080825,,"verb.body",29,"v","dispense#3(dispense%2:29:00::),administer#4(administer%2:29:00::)","give or apply (medications)","","dispense,administer",3,21,"entail",202313526,"verb.possession",40,"v","apply#6(apply%2:40:00::),give#20(give%2:40:14::)","give or convey physically","She gave him First Aid|I gave him a punch in the nose","apply,give"
"unravel",201522846,1,"verb.contact",35,"v","unpick#1(unpick%2:35:00::),unravel#1(unravel%2:35:00::),unknot#1(unknot%2:35:00::),unscramble#2(unscramble%2:35:00::),untangle#2(untangle%2:35:00::)","become or cause to become undone by separating the fibers or threads of","unravel the thread","unpick,unravel,unknot,unscramble,untangle",1,21,"entail",201559241,"verb.contact",35,"v","disunite#2(disunite%2:35:00::),separate#2(separate%2:35:01::),part#5(part%2:35:01::),divide#6(divide%2:35:01::)","force, take, or pull apart","He separated the fighting children|Moses parted the Red Sea","disunite,separate,part,divide"
"penalise",202504641,,"verb.social",41,"v","penalise#1(penalise%2:41:00::),punish#1(punish%2:41:00::),penalize#1(penalize%2:41:00::)","impose a penalty on; inflict punishment on","we had to punish the dog for soiling the floor again|The students were penalized for showing up late for class","penalise,punish,penalize",1,21,"entail",200674051,"verb.cognition",31,"v","gauge#1(gauge%2:31:00::),estimate#1(estimate%2:31:00::),approximate#2(approximate%2:31:00::),judge#3(judge%2:31:01::),guess#3(guess%2:31:01::)","judge tentatively or form an estimate of (quantities or time)","I estimate this chicken to weigh three pounds","gauge,estimate,approximate,judge,guess"
"have",200056644,3,"verb.body",29,"v","birth#1(birth%2:29:00::),give birth#1(give_birth%2:29:00::),bear#2(bear%2:29:01::),deliver#12(deliver%2:29:01::),have#18(have%2:29:00::)","cause to be born","My wife had twins yesterday!","birth,give birth,bear,deliver,have",18,21,"entail",200054002,"verb.body",29,"v","conceive#3(conceive%2:29:00::)","become pregnant; undergo conception","She cannot conceive|My daughter was conceived in Christmas Day","conceive"
"enunciate",200980572,1,"verb.communication",32,"v","enunciate#1(enunciate%2:32:01::),pronounce#1(pronounce%2:32:01::),enounce#1(enounce%2:32:00::),sound out#1(sound_out%2:32:01::),articulate#3(articulate%2:32:00::),say#6(say%2:32:02::)","speak, pronounce, or utter in a certain way","She pronounces French words in a funny way|I cannot say `zip wire'|Can the child sound out this complicated word?","enunciate,pronounce,enounce,sound out,articulate,say",1,21,"entail",200944164,"verb.communication",32,"v","mouth#1(mouth%2:32:00::),speak#1(speak%2:32:00::),verbalise#2(verbalise%2:32:00::),verbalize#2(verbalize%2:32:00::),talk#2(talk%2:32:00::),utter#3(utter%2:32:00::)","express in speech","She talks a lot of nonsense|This depressed patient does not verbalize","mouth,speak,verbalise,verbalize,talk,utter"
"unpick",201522846,,"verb.contact",35,"v","unpick#1(unpick%2:35:00::),unravel#1(unravel%2:35:00::),unknot#1(unknot%2:35:00::),unscramble#2(unscramble%2:35:00::),untangle#2(untangle%2:35:00::)","become or cause to become undone by separating the fibers or threads of","unravel the thread","unpick,unravel,unknot,unscramble,untangle",1,21,"entail",201559241,"verb.contact",35,"v","disunite#2(disunite%2:35:00::),separate#2(separate%2:35:01::),part#5(part%2:35:01::),divide#6(divide%2:35:01::)","force, take, or pull apart","He separated the fighting children|Moses parted the Red Sea","disunite,separate,part,divide"
"come on",202057197,5,"verb.motion",38,"v","draw near#1(draw_near%2:38:00::),near#1(near%2:38:00::),approach#1(approach%2:38:00::),come on#2(come_on%2:38:00::),come near#2(come_near%2:38:00::),draw close#2(draw_close%2:38:00::),go up#3(go_up%2:38:03::)","move towards","We were approaching our destination|They are drawing near|The enemy army came nearer and nearer","draw near,near,approach,come on,come near,draw close,go up",2,21,"entail",201995735,"verb.motion",38,"v","advance#1(advance%2:38:00::),march on#1(march_on%2:38:00::),move on#1(move_on%2:38:00::),progress#2(progress%2:38:00::),pass on#3(pass_on%2:38:01::),go on#3(go_on%2:38:00::)","move forward, also in the metaphorical sense","Time marches on","advance,march on,move on,progress,pass on,go on"
"rout up",202296607,,"verb.possession",40,"v","rout up#1(rout_up%2:40:00::),rout out#1(rout_out%2:40:00::)","get or find by searching","What did you rout out in the library?","rout up,rout out",1,21,"entail",202157520,"verb.perception",39,"v","search#2(search%2:39:00::),look#4(look%2:39:02::)","search or seek","Look elsewhere for the perfect gift!|We looked all day and finally found the child in the forest","search,look"
"cohere",201223443,1,"verb.contact",35,"v","cling#1(cling%2:35:00::),cohere#1(cohere%2:35:00::),cleave#3(cleave%2:35:02::),adhere#3(adhere%2:35:01::),stick#14(stick%2:35:01::)","come or be in close contact with; stick or hold together and resist separation","The dress clings to her body|The label stuck to the box|The sushi rice grains cohere","cling,cohere,cleave,adhere,stick",1,21,"entail",201292940,"verb.contact",35,"v","attach#3(attach%2:35:00::)","become attached","The spider's thread attached to the window sill","attach"
"weld",201598289,1,"verb.contact",35,"v","weld#1(weld%2:35:00::)","join together by heating","weld metal","weld",1,21,"entail",200395750,"verb.change",30,"v","fuse#1(fuse%2:30:00::),mix#1(mix%2:30:00::),immix#1(immix%2:30:00::),coalesce#1(coalesce%2:30:00::),conflate#1(conflate%2:30:00::),merge#2(merge%2:30:01::),commingle#2(commingle%2:30:00::),meld#3(meld%2:30:00::),flux#3(flux%2:30:00::),blend#3(blend%2:30:00::),combine#7(combine%2:30:00::)","mix together different elements","The colors blend well","fuse,mix,immix,coalesce,conflate,merge,commingle,meld,flux,blend,combine"
"ablactate",201189485,,"verb.consumption",34,"v","wean#1(wean%2:34:00::),ablactate#1(ablactate%2:34:00::)","gradually deprive (infants and young mammals) of mother's milk","she weaned her baby when he was 3 months old and started him on powdered milk|The kitten was weaned and fed by its owner with a bottle","wean,ablactate",1,21,"entail",201188955,"verb.consumption",34,"v","breastfeed#1(breastfeed%2:34:00::),give suck#1(give_suck%2:34:00::),lactate#1(lactate%2:34:00::),wet-nurse#1(wet-nurse%2:34:00::),suckle#2(suckle%2:34:00::),nurse#5(nurse%2:34:00::),suck#7(suck%2:34:02::)","give suck to","The wetnurse suckled the infant|You cannot nurse your baby in public in some places","breastfeed,give suck,lactate,wet-nurse,suckle,nurse,suck"
"transplant",201532588,,"verb.contact",35,"v","graft#2(graft%2:35:01::),transplant#3(transplant%2:35:00::)","place the organ of a donor into the body of a recipient","","graft,transplant",3,21,"entail",201835005,"verb.motion",38,"v","move#3(move%2:38:00::)","move so as to change position, perform a nontranslational motion","He moved his hand slightly to the right","move"
"contend",201092724,,"verb.competition",33,"v","fight#1(fight%2:33:00::),struggle#4(struggle%2:33:00::),contend#6(contend%2:33:01::)","be engaged in a fight; carry on a fight","Siblings are always fighting|Militant groups are contending for control of the country|the tribesmen fought each other","fight,struggle,contend",6,21,"entail",201074651,"verb.competition",33,"v","compete#1(compete%2:33:00::),vie#1(vie%2:33:00::),contend#5(contend%2:33:00::)","compete for something; engage in a contest; measure oneself against others","","compete,vie,contend"
"tender",202302974,,"verb.possession",40,"v","bid#1(bid%2:40:00::),tender#2(tender%2:40:02::),offer#7(offer%2:40:01::)","propose a payment","The Swiss dealer offered $2 million for the painting","bid,tender,offer",2,21,"entail",202264017,"verb.possession",40,"v","dicker#1(dicker%2:40:00::),bargain#1(bargain%2:40:00::)","negotiate the terms of an exchange","We bargained for a beautiful rug in the bazaar","dicker,bargain"
"precipitate",202762018,,"verb.weather",43,"v","come down#3(come_down%2:43:00::),precipitate#3(precipitate%2:43:00::),fall#5(fall%2:43:00::)","fall from clouds","rain, snow and sleet were falling|Vesuvius precipitated its fiery, destructive rage on Herculaneum","come down,precipitate,fall",3,21,"entail",200365552,"verb.change",30,"v","condense#1(condense%2:30:01::),distil#1(distil%2:30:04::),distill#4(distill%2:30:04::)","undergo condensation; change from a gaseous to a liquid state and fall in drops","water condenses|The acid distills at a specific temperature","condense,distil,distill"
"tuck away",201175499,,"verb.consumption",34,"v","tuck away#1(tuck_away%2:34:00::),tuck in#1(tuck_in%2:34:00::),put away#6(put_away%2:34:00::)","eat up; usually refers to a considerable quantity of food","My son tucked in a whole pizza","tuck away,tuck in,put away",1,21,"entail",201168661,"verb.consumption",34,"v","eat#2(eat%2:34:01::)","eat a meal; take a meal","I didn't eat yet, so I gladly accept your invitation|We did not eat until 10 P.M. because there were so many phone calls","eat"
"mask",201361101,,"verb.contact",35,"v","mask#4(mask%2:35:02::)","cover with a sauce","mask the meat","mask",4,21,"entail",200323648,"verb.change",30,"v","cook#3(cook%2:30:00::)","transform and make suitable for consumption by heating","These potatoes have to cook for 20 minutes","cook"
"come alive",200018519,1,"verb.body",29,"v","come alive#1(come_alive%2:29:00::),awake#1(awake%2:29:00::),awaken#2(awaken%2:29:01::),waken#2(waken%2:29:00::),wake#2(wake%2:29:01::),wake up#2(wake_up%2:29:00::),arouse#2(arouse%2:29:05::)","stop sleeping","She woke up to the sound of the alarm clock","come alive,awake,awaken,waken,wake,wake up,arouse",1,21,"entail",200014735,"verb.body",29,"v","catch some Z's#1(catch_some_z's%2:29:00::),log Z's#1(log_z's%2:29:00::),slumber#1(slumber%2:29:00::),sleep#1(sleep%2:29:00::),kip#1(kip%2:29:00::)","be asleep","","catch some Z's,log Z's,slumber,sleep,kip"
"survey",202154139,5,"verb.perception",39,"v","survey#2(survey%2:39:00::)","look over carefully or inspect","He surveyed his new classmates","survey",2,21,"entail",202134321,"verb.perception",39,"v","look#1(look%2:39:00::)","perceive with attention; direct one's gaze towards","She looked over the expanse of land|Look--a deer in the backyard!|Look at your child!","look"
"recover",202230996,,"verb.possession",40,"v","reclaim#2(reclaim%2:40:03::),recover#5(recover%2:40:06::)","reuse (materials from waste products)","","reclaim,recover",5,21,"entail",202229655,"verb.possession",40,"v","save#2(save%2:40:00::),preserve#3(preserve%2:40:01::)","to keep up and reserve for personal or special use","She saved the old family photographs in a drawer","save,preserve"
